Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2010-03-24,Atalanta,Cagliari,3,1,H,0.0,0.0,D,2009-2010,21.0,8.0,11.0,1.0,22.0,18.0,4.0,2.0,2.0,3.0,0.0,1.0
2010-03-24,Bari,Sampdoria,2,1,H,0.0,1.0,A,2009-2010,9.0,5.0,4.0,3.0,16.0,12.0,10.0,2.0,1.0,3.0,0.0,0.0
2010-03-24,Bologna,Roma,0,2,A,0.0,0.0,D,2009-2010,9.0,17.0,1.0,6.0,26.0,23.0,5.0,4.0,4.0,2.0,0.0,0.0
2010-03-24,Catania,Fiorentina,1,0,H,1.0,0.0,H,2009-2010,7.0,22.0,4.0,2.0,10.0,12.0,3.0,11.0,2.0,1.0,0.0,0.0
2010-03-24,Genoa,Palermo,2,2,D,0.0,1.0,A,2009-2010,21.0,11.0,5.0,6.0,16.0,16.0,10.0,3.0,2.0,4.0,0.0,1.0
2010-03-24,Inter,Livorno,3,0,H,2.0,0.0,H,2009-2010,11.0,10.0,4.0,3.0,15.0,14.0,6.0,3.0,1.0,2.0,0.0,0.0
2010-03-24,Lazio,Siena,2,0,H,1.0,0.0,H,2009-2010,18.0,10.0,5.0,1.0,19.0,18.0,9.0,6.0,3.0,3.0,0.0,0.0
2010-03-24,Parma,Milan,1,0,H,0.0,0.0,D,2009-2010,11.0,10.0,4.0,2.0,9.0,16.0,5.0,4.0,1.0,2.0,0.0,1.0
2010-03-24,Udinese,Chievo,0,0,D,0.0,0.0,D,2009-2010,24.0,10.0,8.0,3.0,15.0,23.0,1.0,7.0,0.0,5.0,0.0,0.0
2010-03-25,Napoli,Juventus,3,1,H,0.0,1.0,A,2009-2010,14.0,6.0,6.0,3.0,18.0,22.0,10.0,3.0,2.0,3.0,0.0,0.0
2010-03-27,Palermo,Bologna,3,1,H,2.0,1.0,H,2009-2010,12.0,17.0,4.0,5.0,18.0,19.0,2.0,7.0,1.0,3.0,0.0,0.0
2010-03-27,Roma,Inter,2,1,H,1.0,0.0,H,2009-2010,17.0,16.0,4.0,3.0,16.0,26.0,3.0,4.0,3.0,7.0,0.0,0.0
2010-03-28,Chievo,Parma,0,0,D,0.0,0.0,D,2009-2010,10.0,10.0,3.0,3.0,19.0,21.0,4.0,4.0,2.0,2.0,0.0,0.0
2010-03-28,Fiorentina,Udinese,4,1,H,1.0,1.0,D,2009-2010,21.0,13.0,9.0,5.0,17.0,12.0,4.0,7.0,4.0,2.0,0.0,0.0
2010-03-28,Juventus,Atalanta,2,1,H,1.0,1.0,D,2009-2010,15.0,13.0,3.0,6.0,28.0,16.0,7.0,5.0,2.0,2.0,0.0,0.0
2010-03-28,Livorno,Bari,1,1,D,0.0,1.0,A,2009-2010,9.0,12.0,3.0,7.0,27.0,17.0,5.0,7.0,3.0,0.0,0.0,0.0
2010-03-28,Milan,Lazio,1,1,D,1.0,1.0,D,2009-2010,12.0,14.0,4.0,5.0,17.0,17.0,7.0,4.0,3.0,3.0,0.0,0.0
2010-03-28,Napoli,Catania,1,0,H,0.0,0.0,D,2009-2010,19.0,4.0,5.0,2.0,20.0,19.0,13.0,3.0,3.0,3.0,0.0,0.0
2010-03-28,Sampdoria,Cagliari,1,1,D,0.0,0.0,D,2009-2010,14.0,8.0,2.0,3.0,12.0,22.0,6.0,6.0,1.0,3.0,0.0,1.0
2010-03-28,Siena,Genoa,0,0,D,0.0,0.0,D,2009-2010,15.0,15.0,4.0,5.0,11.0,22.0,6.0,11.0,0.0,4.0,0.0,0.0
2010-04-03,Atalanta,Siena,2,0,H,1.0,0.0,H,2009-2010,17.0,11.0,4.0,1.0,24.0,19.0,3.0,6.0,2.0,3.0,0.0,0.0
2010-04-03,Bari,Roma,0,1,A,0.0,1.0,A,2009-2010,8.0,15.0,2.0,2.0,24.0,10.0,3.0,5.0,3.0,1.0,0.0,0.0
2010-04-03,Cagliari,Milan,2,3,A,2.0,3.0,A,2009-2010,16.0,9.0,6.0,3.0,12.0,16.0,7.0,0.0,2.0,2.0,0.0,0.0
2010-04-03,Catania,Palermo,2,0,H,2.0,0.0,H,2009-2010,16.0,21.0,5.0,6.0,15.0,10.0,6.0,12.0,1.0,2.0,0.0,0.0
2010-04-03,Chievo,Sampdoria,1,2,A,0.0,1.0,A,2009-2010,15.0,9.0,4.0,6.0,38.0,18.0,8.0,4.0,4.0,3.0,1.0,0.0
2010-04-03,Genoa,Livorno,1,1,D,0.0,0.0,D,2009-2010,6.0,16.0,3.0,3.0,18.0,21.0,4.0,6.0,3.0,2.0,0.0,0.0
2010-04-03,Inter,Bologna,3,0,H,1.0,0.0,H,2009-2010,25.0,10.0,10.0,1.0,11.0,13.0,2.0,4.0,1.0,1.0,0.0,0.0
2010-04-03,Lazio,Napoli,1,1,D,1.0,1.0,D,2009-2010,12.0,14.0,5.0,6.0,23.0,17.0,3.0,3.0,3.0,1.0,0.0,0.0
2010-04-03,Parma,Fiorentina,1,1,D,0.0,1.0,A,2009-2010,12.0,9.0,5.0,5.0,20.0,19.0,7.0,3.0,3.0,4.0,0.0,0.0
2010-04-03,Udinese,Juventus,3,0,H,1.0,0.0,H,2009-2010,12.0,18.0,9.0,6.0,14.0,16.0,5.0,5.0,4.0,2.0,0.0,0.0
2010-04-10,Fiorentina,Inter,2,2,D,1.0,0.0,H,2009-2010,11.0,21.0,5.0,4.0,21.0,10.0,8.0,4.0,5.0,2.0,0.0,0.0
2010-04-10,Napoli,Parma,2,3,A,1.0,0.0,H,2009-2010,16.0,11.0,9.0,6.0,19.0,23.0,6.0,5.0,2.0,5.0,1.0,0.0
2010-04-11,Bologna,Lazio,2,3,A,2.0,1.0,H,2009-2010,9.0,19.0,4.0,9.0,19.0,21.0,3.0,7.0,0.0,4.0,0.0,0.0
2010-04-11,Juventus,Cagliari,1,0,H,1.0,0.0,H,2009-2010,19.0,9.0,5.0,0.0,21.0,15.0,7.0,1.0,4.0,2.0,0.0,0.0
2010-04-11,Livorno,Udinese,0,2,A,0.0,2.0,A,2009-2010,17.0,11.0,4.0,5.0,21.0,17.0,6.0,3.0,3.0,0.0,0.0,0.0
2010-04-11,Milan,Catania,2,2,D,0.0,2.0,A,2009-2010,12.0,9.0,6.0,3.0,21.0,18.0,6.0,7.0,3.0,3.0,0.0,0.0
2010-04-11,Palermo,Chievo,3,1,H,2.0,1.0,H,2009-2010,18.0,14.0,10.0,4.0,21.0,16.0,8.0,7.0,3.0,4.0,0.0,0.0
2010-04-11,Roma,Atalanta,2,1,H,2.0,0.0,H,2009-2010,13.0,10.0,2.0,2.0,11.0,19.0,6.0,4.0,2.0,3.0,0.0,0.0
2010-04-11,Sampdoria,Genoa,1,0,H,1.0,0.0,H,2009-2010,6.0,8.0,2.0,0.0,16.0,29.0,4.0,6.0,3.0,6.0,0.0,0.0
2010-04-11,Siena,Bari,3,2,H,1.0,2.0,A,2009-2010,19.0,6.0,12.0,4.0,16.0,15.0,4.0,2.0,4.0,0.0,0.0,0.0
2010-04-16,Inter,Juventus,2,0,H,0.0,0.0,D,2009-2010,25.0,12.0,5.0,6.0,25.0,16.0,4.0,3.0,4.0,2.0,0.0,1.0
2010-04-17,Chievo,Livorno,2,0,H,1.0,0.0,H,2009-2010,14.0,10.0,6.0,1.0,13.0,16.0,8.0,4.0,2.0,2.0,0.0,0.0
2010-04-18,Atalanta,Fiorentina,2,1,H,1.0,0.0,H,2009-2010,17.0,13.0,7.0,3.0,8.0,11.0,9.0,9.0,2.0,1.0,0.0,1.0
2010-04-18,Bari,Napoli,1,2,A,0.0,1.0,A,2009-2010,9.0,9.0,4.0,5.0,26.0,16.0,0.0,1.0,3.0,3.0,0.0,0.0
2010-04-18,Cagliari,Palermo,2,2,D,1.0,0.0,H,2009-2010,15.0,16.0,6.0,8.0,18.0,18.0,5.0,8.0,2.0,2.0,0.0,0.0
2010-04-18,Catania,Siena,2,2,D,1.0,0.0,H,2009-2010,15.0,15.0,6.0,5.0,24.0,19.0,2.0,12.0,1.0,4.0,0.0,0.0
2010-04-18,Lazio,Roma,1,2,A,1.0,0.0,H,2009-2010,17.0,7.0,4.0,3.0,29.0,23.0,9.0,4.0,3.0,7.0,1.0,0.0
2010-04-18,Parma,Genoa,2,3,A,0.0,1.0,A,2009-2010,18.0,18.0,8.0,6.0,11.0,13.0,9.0,5.0,1.0,1.0,0.0,0.0
2010-04-18,Sampdoria,Milan,2,1,H,0.0,1.0,A,2009-2010,13.0,9.0,5.0,2.0,12.0,19.0,8.0,4.0,3.0,4.0,0.0,1.0
2010-04-18,Udinese,Bologna,1,1,D,0.0,1.0,A,2009-2010,19.0,10.0,6.0,0.0,17.0,27.0,10.0,6.0,5.0,4.0,0.0,0.0
2010-04-24,Inter,Atalanta,3,1,H,2.0,1.0,H,2009-2010,23.0,11.0,9.0,3.0,21.0,12.0,4.0,3.0,3.0,4.0,0.0,0.0
2010-04-24,Palermo,Milan,3,1,H,2.0,0.0,H,2009-2010,16.0,18.0,9.0,4.0,8.0,13.0,7.0,5.0,0.0,2.0,0.0,0.0
2010-04-25,Bologna,Parma,2,1,H,1.0,1.0,D,2009-2010,22.0,8.0,7.0,4.0,15.0,16.0,7.0,6.0,1.0,1.0,0.0,1.0
2010-04-25,Fiorentina,Chievo,0,2,A,0.0,0.0,D,2009-2010,29.0,8.0,7.0,5.0,7.0,21.0,6.0,1.0,0.0,4.0,0.0,0.0
2010-04-25,Genoa,Lazio,1,2,A,1.0,2.0,A,2009-2010,15.0,9.0,5.0,3.0,19.0,16.0,4.0,6.0,1.0,4.0,1.0,0.0
2010-04-25,Juventus,Bari,3,0,H,0.0,0.0,D,2009-2010,24.0,7.0,8.0,2.0,12.0,16.0,8.0,3.0,2.0,3.0,0.0,0.0
2010-04-25,Livorno,Catania,3,1,H,0.0,0.0,D,2009-2010,16.0,11.0,7.0,5.0,13.0,21.0,3.0,3.0,0.0,0.0,0.0,1.0
2010-04-25,Napoli,Cagliari,0,0,D,0.0,0.0,D,2009-2010,19.0,4.0,7.0,0.0,13.0,16.0,7.0,1.0,1.0,3.0,0.0,1.0
2010-04-25,Roma,Sampdoria,1,2,A,1.0,0.0,H,2009-2010,25.0,9.0,7.0,3.0,12.0,14.0,11.0,2.0,0.0,1.0,0.0,0.0
2010-04-25,Udinese,Siena,4,1,H,2.0,1.0,H,2009-2010,16.0,11.0,9.0,4.0,11.0,20.0,5.0,4.0,0.0,3.0,0.0,0.0
2010-05-01,Milan,Fiorentina,1,0,H,0.0,0.0,D,2009-2010,12.0,12.0,5.0,3.0,17.0,22.0,10.0,3.0,2.0,1.0,1.0,0.0
2010-05-01,Parma,Roma,1,2,A,0.0,1.0,A,2009-2010,11.0,10.0,4.0,4.0,30.0,12.0,10.0,3.0,3.0,3.0,1.0,0.0
2010-05-02,Atalanta,Bologna,1,1,D,1.0,0.0,H,2009-2010,12.0,7.0,3.0,2.0,16.0,20.0,5.0,4.0,5.0,2.0,1.0,0.0
2010-05-02,Bari,Genoa,3,0,H,0.0,0.0,D,2009-2010,16.0,9.0,4.0,2.0,12.0,13.0,4.0,4.0,1.0,2.0,0.0,0.0
2010-05-02,Cagliari,Udinese,2,2,D,1.0,2.0,A,2009-2010,9.0,12.0,7.0,4.0,12.0,10.0,2.0,4.0,0.0,1.0,0.0,0.0
2010-05-02,Catania,Juventus,1,1,D,1.0,0.0,H,2009-2010,10.0,22.0,6.0,5.0,19.0,22.0,1.0,7.0,1.0,5.0,0.0,0.0
2010-05-02,Chievo,Napoli,1,2,A,0.0,1.0,A,2009-2010,8.0,15.0,6.0,4.0,15.0,20.0,3.0,9.0,2.0,4.0,1.0,0.0
2010-05-02,Lazio,Inter,0,2,A,0.0,1.0,A,2009-2010,9.0,20.0,4.0,8.0,17.0,11.0,5.0,5.0,1.0,1.0,0.0,0.0
2010-05-02,Sampdoria,Livorno,2,0,H,1.0,0.0,H,2009-2010,15.0,8.0,3.0,1.0,8.0,20.0,6.0,3.0,1.0,1.0,0.0,0.0
2010-05-02,Siena,Palermo,1,2,A,0.0,1.0,A,2009-2010,19.0,10.0,6.0,5.0,17.0,11.0,10.0,7.0,0.0,2.0,0.0,0.0
2010-05-09,Bologna,Catania,1,1,D,1.0,0.0,H,2009-2010,6.0,6.0,4.0,3.0,12.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0
2010-05-09,Fiorentina,Siena,1,1,D,1.0,1.0,D,2009-2010,15.0,7.0,3.0,5.0,16.0,17.0,9.0,1.0,1.0,3.0,0.0,0.0
2010-05-09,Genoa,Milan,1,0,H,0.0,0.0,D,2009-2010,18.0,11.0,4.0,4.0,17.0,13.0,10.0,10.0,1.0,1.0,0.0,1.0
2010-05-09,Inter,Chievo,4,3,H,3.0,1.0,H,2009-2010,20.0,9.0,8.0,3.0,11.0,12.0,5.0,1.0,0.0,1.0,0.0,0.0
2010-05-09,Juventus,Parma,2,3,A,1.0,2.0,A,2009-2010,24.0,4.0,4.0,3.0,18.0,16.0,6.0,2.0,1.0,1.0,0.0,0.0
2010-05-09,Livorno,Lazio,1,2,A,1.0,2.0,A,2009-2010,10.0,12.0,2.0,5.0,16.0,12.0,6.0,2.0,3.0,1.0,0.0,0.0
2010-05-09,Napoli,Atalanta,2,0,H,1.0,0.0,H,2009-2010,11.0,10.0,4.0,1.0,20.0,13.0,8.0,5.0,3.0,3.0,0.0,0.0
2010-05-09,Palermo,Sampdoria,1,1,D,0.0,0.0,D,2009-2010,16.0,5.0,4.0,1.0,18.0,16.0,6.0,1.0,4.0,1.0,0.0,0.0
2010-05-09,Roma,Cagliari,2,1,H,0.0,0.0,D,2009-2010,31.0,6.0,11.0,2.0,9.0,12.0,10.0,0.0,2.0,3.0,0.0,0.0
2010-05-09,Udinese,Bari,3,3,D,2.0,2.0,D,2009-2010,13.0,15.0,6.0,5.0,11.0,13.0,8.0,3.0,2.0,2.0,0.0,0.0
2010-05-15,Lazio,Udinese,3,1,H,2.0,1.0,H,2009-2010,25.0,13.0,9.0,4.0,18.0,8.0,10.0,6.0,2.0,1.0,0.0,1.0
2010-05-15,Milan,Juventus,3,0,H,2.0,0.0,H,2009-2010,11.0,24.0,5.0,6.0,11.0,15.0,4.0,8.0,2.0,2.0,0.0,0.0
2010-05-16,Atalanta,Palermo,1,2,A,0.0,1.0,A,2009-2010,26.0,18.0,7.0,9.0,12.0,14.0,5.0,8.0,1.0,1.0,0.0,0.0
2010-05-16,Bari,Fiorentina,2,0,H,1.0,0.0,H,2009-2010,15.0,19.0,6.0,7.0,16.0,13.0,8.0,5.0,2.0,3.0,0.0,1.0
2010-05-16,Cagliari,Bologna,1,1,D,0.0,1.0,A,2009-2010,11.0,9.0,4.0,4.0,9.0,11.0,6.0,1.0,0.0,1.0,0.0,0.0
2010-05-16,Catania,Genoa,1,0,H,0.0,0.0,D,2009-2010,22.0,17.0,5.0,4.0,12.0,16.0,10.0,3.0,1.0,1.0,0.0,1.0
2010-05-16,Chievo,Roma,0,2,A,0.0,2.0,A,2009-2010,9.0,16.0,2.0,6.0,8.0,9.0,8.0,5.0,1.0,0.0,0.0,0.0
2010-05-16,Parma,Livorno,4,1,H,1.0,0.0,H,2009-2010,25.0,28.0,10.0,12.0,12.0,10.0,4.0,8.0,1.0,0.0,0.0,0.0
2010-05-16,Sampdoria,Napoli,1,0,H,0.0,0.0,D,2009-2010,15.0,9.0,5.0,5.0,16.0,23.0,5.0,9.0,1.0,4.0,0.0,0.0
2010-05-16,Siena,Inter,0,1,A,0.0,0.0,D,2009-2010,6.0,26.0,2.0,6.0,12.0,8.0,5.0,9.0,4.0,2.0,0.0,0.0
2010-08-28,Roma,Cesena,0,0,D,0.0,0.0,D,2010-2011,24.0,13.0,5.0,3.0,11.0,17.0,10.0,8.0,3.0,3.0,0.0,0.0
2010-08-28,Udinese,Genoa,0,1,A,0.0,0.0,D,2010-2011,14.0,9.0,6.0,4.0,12.0,15.0,9.0,3.0,2.0,3.0,0.0,0.0
2010-08-29,Bari,Juventus,1,0,H,1.0,0.0,H,2010-2011,20.0,18.0,5.0,2.0,14.0,12.0,7.0,4.0,1.0,2.0,0.0,0.0
2010-08-29,Chievo,Catania,2,1,H,1.0,1.0,D,2010-2011,11.0,11.0,7.0,4.0,18.0,18.0,4.0,4.0,0.0,2.0,0.0,0.0
2010-08-29,Fiorentina,Napoli,1,1,D,0.0,1.0,A,2010-2011,19.0,12.0,8.0,2.0,18.0,16.0,7.0,6.0,2.0,4.0,1.0,1.0
2010-08-29,Milan,Lecce,4,0,H,3.0,0.0,H,2010-2011,26.0,13.0,13.0,3.0,16.0,13.0,6.0,3.0,0.0,1.0,0.0,0.0
2010-08-29,Palermo,Cagliari,0,0,D,0.0,0.0,D,2010-2011,13.0,14.0,4.0,3.0,12.0,20.0,8.0,1.0,0.0,3.0,0.0,0.0
2010-08-29,Parma,Brescia,2,0,H,2.0,0.0,H,2010-2011,18.0,14.0,9.0,3.0,24.0,14.0,3.0,6.0,0.0,3.0,0.0,0.0
2010-08-29,Sampdoria,Lazio,2,0,H,0.0,0.0,D,2010-2011,11.0,18.0,4.0,1.0,9.0,24.0,3.0,5.0,1.0,4.0,0.0,0.0
2010-08-30,Bologna,Inter,0,0,D,0.0,0.0,D,2010-2011,9.0,22.0,3.0,7.0,20.0,16.0,2.0,7.0,3.0,2.0,0.0,0.0
2010-09-11,Cagliari,Roma,5,1,H,3.0,1.0,H,2010-2011,12.0,17.0,7.0,6.0,23.0,9.0,4.0,9.0,3.0,2.0,0.0,1.0
2010-09-11,Cesena,Milan,2,0,H,2.0,0.0,H,2010-2011,17.0,19.0,4.0,5.0,14.0,12.0,9.0,12.0,0.0,1.0,0.0,0.0
2010-09-11,Inter,Udinese,2,1,H,1.0,1.0,D,2010-2011,17.0,14.0,6.0,4.0,17.0,19.0,6.0,3.0,2.0,3.0,0.0,0.0
2010-09-12,Brescia,Palermo,3,2,H,3.0,1.0,H,2010-2011,17.0,23.0,6.0,11.0,17.0,17.0,2.0,6.0,2.0,2.0,0.0,0.0
2010-09-12,Catania,Parma,2,1,H,1.0,0.0,H,2010-2011,10.0,16.0,3.0,4.0,14.0,17.0,5.0,10.0,1.0,5.0,0.0,1.0
2010-09-12,Genoa,Chievo,1,3,A,1.0,1.0,D,2010-2011,14.0,12.0,7.0,8.0,10.0,20.0,9.0,6.0,1.0,0.0,0.0,0.0
2010-09-12,Juventus,Sampdoria,3,3,D,1.0,1.0,D,2010-2011,25.0,11.0,10.0,5.0,14.0,13.0,4.0,3.0,1.0,0.0,0.0,0.0
2010-09-12,Lazio,Bologna,3,1,H,0.0,0.0,D,2010-2011,15.0,14.0,7.0,1.0,14.0,23.0,7.0,4.0,1.0,1.0,0.0,0.0
2010-09-12,Lecce,Fiorentina,1,0,H,1.0,0.0,H,2010-2011,9.0,11.0,4.0,3.0,21.0,15.0,3.0,3.0,2.0,1.0,0.0,0.0
2010-09-12,Napoli,Bari,2,2,D,1.0,1.0,D,2010-2011,19.0,12.0,6.0,8.0,7.0,12.0,12.0,4.0,1.0,4.0,0.0,0.0
2010-09-18,Fiorentina,Lazio,1,2,A,1.0,1.0,D,2010-2011,18.0,15.0,4.0,6.0,26.0,10.0,8.0,1.0,1.0,1.0,0.0,0.0
2010-09-18,Milan,Catania,1,1,D,1.0,1.0,D,2010-2011,12.0,14.0,3.0,6.0,11.0,17.0,8.0,2.0,2.0,2.0,0.0,0.0
2010-09-19,Bari,Cagliari,0,0,D,0.0,0.0,D,2010-2011,10.0,7.0,0.0,1.0,11.0,9.0,3.0,1.0,1.0,1.0,0.0,0.0
2010-09-19,Cesena,Lecce,1,0,H,0.0,0.0,D,2010-2011,10.0,14.0,4.0,2.0,13.0,18.0,8.0,3.0,1.0,3.0,1.0,1.0
2010-09-19,Chievo,Brescia,0,1,A,0.0,1.0,A,2010-2011,14.0,13.0,1.0,5.0,22.0,17.0,6.0,5.0,3.0,1.0,0.0,0.0
2010-09-19,Palermo,Inter,1,2,A,1.0,0.0,H,2010-2011,16.0,21.0,5.0,6.0,11.0,6.0,5.0,7.0,2.0,0.0,0.0,0.0
2010-09-19,Parma,Genoa,1,1,D,0.0,1.0,A,2010-2011,14.0,7.0,3.0,3.0,15.0,29.0,4.0,2.0,2.0,5.0,0.0,0.0
2010-09-19,Roma,Bologna,2,2,D,1.0,0.0,H,2010-2011,17.0,21.0,4.0,5.0,14.0,17.0,10.0,6.0,1.0,4.0,0.0,0.0
2010-09-19,Sampdoria,Napoli,1,2,A,0.0,0.0,D,2010-2011,10.0,15.0,2.0,3.0,15.0,23.0,4.0,11.0,3.0,6.0,0.0,0.0
2010-09-19,Udinese,Juventus,0,4,A,0.0,3.0,A,2010-2011,12.0,19.0,4.0,9.0,19.0,26.0,6.0,8.0,0.0,4.0,0.0,0.0
2010-09-22,Bologna,Udinese,2,1,H,1.0,1.0,D,2010-2011,13.0,16.0,4.0,7.0,17.0,24.0,4.0,6.0,2.0,3.0,0.0,0.0
2010-09-22,Brescia,Roma,2,1,H,1.0,0.0,H,2010-2011,6.0,24.0,3.0,8.0,23.0,20.0,2.0,9.0,1.0,3.0,0.0,1.0
2010-09-22,Cagliari,Sampdoria,0,0,D,0.0,0.0,D,2010-2011,9.0,8.0,3.0,2.0,21.0,15.0,3.0,1.0,2.0,1.0,0.0,0.0
2010-09-22,Catania,Cesena,2,0,H,1.0,0.0,H,2010-2011,14.0,10.0,3.0,2.0,14.0,18.0,4.0,2.0,3.0,3.0,0.0,0.0
2010-09-22,Genoa,Fiorentina,1,1,D,1.0,1.0,D,2010-2011,18.0,8.0,8.0,4.0,17.0,16.0,5.0,0.0,3.0,2.0,0.0,0.0
2010-09-22,Inter,Bari,4,0,H,1.0,0.0,H,2010-2011,18.0,10.0,4.0,3.0,9.0,14.0,5.0,5.0,1.0,1.0,0.0,0.0
2010-09-22,Lazio,Milan,1,1,D,0.0,0.0,D,2010-2011,11.0,13.0,6.0,3.0,12.0,17.0,5.0,9.0,0.0,1.0,0.0,0.0
2010-09-22,Lecce,Parma,1,1,D,1.0,0.0,H,2010-2011,13.0,11.0,5.0,4.0,25.0,10.0,5.0,3.0,0.0,1.0,0.0,0.0
2010-09-22,Napoli,Chievo,1,3,A,1.0,1.0,D,2010-2011,18.0,16.0,6.0,6.0,13.0,13.0,7.0,6.0,1.0,1.0,0.0,0.0
2010-09-23,Juventus,Palermo,1,3,A,0.0,1.0,A,2010-2011,27.0,11.0,9.0,8.0,13.0,17.0,10.0,2.0,1.0,3.0,0.0,0.0
2010-09-25,Milan,Genoa,1,0,H,0.0,0.0,D,2010-2011,13.0,8.0,5.0,2.0,17.0,18.0,1.0,5.0,1.0,2.0,0.0,0.0
2010-09-25,Roma,Inter,1,0,H,0.0,0.0,D,2010-2011,17.0,25.0,4.0,4.0,19.0,17.0,4.0,6.0,4.0,4.0,0.0,0.0
2010-09-26,Bari,Brescia,2,1,H,1.0,1.0,D,2010-2011,15.0,14.0,8.0,5.0,20.0,18.0,6.0,3.0,1.0,4.0,0.0,0.0
2010-09-26,Catania,Bologna,1,1,D,0.0,1.0,A,2010-2011,16.0,5.0,4.0,3.0,13.0,21.0,9.0,2.0,1.0,3.0,0.0,0.0
2010-09-26,Cesena,Napoli,1,4,A,0.0,0.0,D,2010-2011,11.0,21.0,2.0,11.0,14.0,23.0,3.0,14.0,2.0,0.0,0.0,0.0
2010-09-26,Chievo,Lazio,0,1,A,0.0,0.0,D,2010-2011,7.0,15.0,1.0,4.0,19.0,11.0,7.0,6.0,5.0,3.0,0.0,0.0
2010-09-26,Fiorentina,Parma,2,0,H,0.0,0.0,D,2010-2011,17.0,7.0,8.0,2.0,17.0,21.0,4.0,5.0,1.0,4.0,0.0,0.0
2010-09-26,Juventus,Cagliari,4,2,H,2.0,1.0,H,2010-2011,15.0,12.0,6.0,4.0,18.0,17.0,4.0,5.0,3.0,0.0,0.0,0.0
2010-09-26,Palermo,Lecce,2,2,D,0.0,1.0,A,2010-2011,19.0,10.0,10.0,3.0,13.0,29.0,10.0,4.0,2.0,4.0,0.0,1.0
2010-09-26,Sampdoria,Udinese,0,0,D,0.0,0.0,D,2010-2011,7.0,13.0,2.0,2.0,14.0,18.0,7.0,2.0,1.0,2.0,0.0,0.0
2010-10-02,Parma,Milan,0,1,A,0.0,1.0,A,2010-2011,7.0,18.0,3.0,10.0,15.0,22.0,4.0,5.0,2.0,5.0,0.0,0.0
2010-10-02,Udinese,Cesena,1,0,H,0.0,0.0,D,2010-2011,18.0,3.0,6.0,0.0,17.0,22.0,8.0,1.0,2.0,2.0,0.0,0.0
2010-10-03,Bologna,Sampdoria,1,1,D,0.0,1.0,A,2010-2011,18.0,10.0,6.0,4.0,16.0,17.0,7.0,5.0,2.0,1.0,0.0,0.0
2010-10-03,Chievo,Cagliari,0,0,D,0.0,0.0,D,2010-2011,21.0,8.0,4.0,3.0,17.0,15.0,13.0,3.0,4.0,2.0,0.0,0.0
2010-10-03,Fiorentina,Palermo,1,2,A,0.0,2.0,A,2010-2011,18.0,14.0,6.0,6.0,11.0,13.0,7.0,4.0,1.0,1.0,1.0,0.0
2010-10-03,Genoa,Bari,2,1,H,1.0,0.0,H,2010-2011,29.0,7.0,7.0,3.0,12.0,16.0,4.0,0.0,2.0,3.0,1.0,0.0
2010-10-03,Inter,Juventus,0,0,D,0.0,0.0,D,2010-2011,20.0,16.0,4.0,8.0,11.0,13.0,13.0,9.0,1.0,2.0,0.0,0.0
2010-10-03,Lazio,Brescia,1,0,H,1.0,0.0,H,2010-2011,23.0,8.0,8.0,2.0,11.0,16.0,7.0,5.0,1.0,1.0,0.0,1.0
2010-10-03,Lecce,Catania,1,0,H,1.0,0.0,H,2010-2011,4.0,9.0,3.0,1.0,23.0,15.0,3.0,7.0,1.0,0.0,0.0,0.0
2010-10-03,Napoli,Roma,2,0,H,0.0,0.0,D,2010-2011,16.0,15.0,6.0,2.0,22.0,9.0,7.0,5.0,4.0,2.0,0.0,0.0
2010-10-16,Milan,Chievo,3,1,H,2.0,0.0,H,2010-2011,14.0,18.0,11.0,7.0,10.0,13.0,4.0,8.0,1.0,3.0,0.0,0.0
2010-10-16,Roma,Genoa,2,1,H,1.0,0.0,H,2010-2011,11.0,12.0,4.0,2.0,20.0,26.0,4.0,6.0,1.0,3.0,0.0,0.0
2010-10-17,Bari,Lazio,0,2,A,0.0,0.0,D,2010-2011,16.0,8.0,5.0,3.0,15.0,5.0,6.0,1.0,2.0,0.0,0.0,0.0
2010-10-17,Brescia,Udinese,0,1,A,0.0,0.0,D,2010-2011,18.0,6.0,5.0,1.0,18.0,19.0,8.0,5.0,2.0,1.0,0.0,0.0
2010-10-17,Cagliari,Inter,0,1,A,0.0,1.0,A,2010-2011,11.0,21.0,3.0,4.0,8.0,16.0,5.0,9.0,3.0,1.0,0.0,0.0
2010-10-17,Catania,Napoli,1,1,D,0.0,1.0,A,2010-2011,16.0,8.0,6.0,2.0,13.0,18.0,13.0,5.0,1.0,2.0,0.0,1.0
2010-10-17,Cesena,Parma,1,1,D,1.0,1.0,D,2010-2011,7.0,10.0,3.0,2.0,17.0,13.0,5.0,7.0,2.0,3.0,0.0,0.0
2010-10-17,Juventus,Lecce,4,0,H,3.0,0.0,H,2010-2011,12.0,10.0,5.0,3.0,12.0,19.0,2.0,5.0,0.0,5.0,0.0,0.0
2010-10-17,Palermo,Bologna,4,1,H,2.0,0.0,H,2010-2011,29.0,6.0,11.0,2.0,14.0,10.0,9.0,6.0,2.0,4.0,0.0,0.0
2010-10-17,Sampdoria,Fiorentina,2,1,H,0.0,1.0,A,2010-2011,15.0,7.0,6.0,2.0,13.0,21.0,6.0,5.0,4.0,4.0,0.0,0.0
