Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2017-05-07,Lazio,Sampdoria,7,3,H,5.0,1.0,H,2016-2017,19.0,8.0,11.0,7.0,13.0,6.0,11.0,2.0,0.0,1.0,0.0,1.0
2017-05-07,Milan,Roma,1,4,A,0.0,2.0,A,2016-2017,13.0,24.0,2.0,10.0,12.0,9.0,9.0,7.0,4.0,1.0,1.0,0.0
2017-05-07,Pescara,Crotone,0,1,A,0.0,0.0,D,2016-2017,10.0,13.0,2.0,3.0,15.0,21.0,5.0,6.0,3.0,2.0,1.0,0.0
2017-05-07,Sassuolo,Fiorentina,2,2,D,0.0,1.0,A,2016-2017,12.0,13.0,8.0,6.0,16.0,19.0,10.0,6.0,5.0,2.0,0.0,1.0
2017-05-07,Udinese,Atalanta,1,1,D,0.0,1.0,A,2016-2017,12.0,9.0,5.0,4.0,15.0,19.0,3.0,5.0,4.0,3.0,0.0,0.0
2017-05-13,Atalanta,Milan,1,1,D,1.0,0.0,H,2016-2017,14.0,13.0,7.0,4.0,11.0,8.0,10.0,5.0,2.0,1.0,0.0,0.0
2017-05-13,Fiorentina,Lazio,3,2,H,0.0,0.0,D,2016-2017,18.0,14.0,9.0,5.0,14.0,17.0,4.0,6.0,2.0,3.0,0.0,0.0
2017-05-14,Bologna,Pescara,3,1,H,1.0,1.0,D,2016-2017,15.0,15.0,7.0,4.0,9.0,13.0,9.0,5.0,2.0,2.0,0.0,0.0
2017-05-14,Cagliari,Empoli,3,2,H,3.0,0.0,H,2016-2017,15.0,12.0,6.0,3.0,17.0,11.0,1.0,5.0,2.0,2.0,0.0,0.0
2017-05-14,Crotone,Udinese,1,0,H,1.0,0.0,H,2016-2017,11.0,13.0,7.0,4.0,13.0,10.0,4.0,8.0,2.0,2.0,0.0,0.0
2017-05-14,Inter,Sassuolo,1,2,A,0.0,1.0,A,2016-2017,23.0,12.0,7.0,4.0,13.0,13.0,15.0,2.0,3.0,1.0,0.0,0.0
2017-05-14,Palermo,Genoa,1,0,H,1.0,0.0,H,2016-2017,10.0,13.0,3.0,3.0,18.0,18.0,3.0,9.0,1.0,1.0,0.0,0.0
2017-05-14,Roma,Juventus,3,1,H,1.0,1.0,D,2016-2017,14.0,16.0,7.0,5.0,9.0,6.0,5.0,6.0,3.0,2.0,0.0,0.0
2017-05-14,Sampdoria,Chievo,1,1,D,1.0,0.0,H,2016-2017,12.0,7.0,3.0,1.0,17.0,14.0,5.0,1.0,2.0,4.0,0.0,0.0
2017-05-14,Torino,Napoli,0,5,A,0.0,1.0,A,2016-2017,10.0,15.0,1.0,6.0,12.0,9.0,2.0,7.0,2.0,1.0,0.0,0.0
2017-05-20,Chievo,Roma,3,5,A,2.0,2.0,D,2016-2017,11.0,19.0,4.0,11.0,11.0,11.0,3.0,6.0,2.0,0.0,0.0,0.0
2017-05-20,Napoli,Fiorentina,4,1,H,2.0,0.0,H,2016-2017,19.0,14.0,9.0,5.0,10.0,8.0,5.0,6.0,2.0,1.0,0.0,0.0
2017-05-21,Empoli,Atalanta,0,1,A,0.0,1.0,A,2016-2017,8.0,13.0,3.0,5.0,16.0,17.0,6.0,5.0,3.0,2.0,0.0,0.0
2017-05-21,Genoa,Torino,2,1,H,1.0,0.0,H,2016-2017,8.0,4.0,4.0,1.0,17.0,20.0,4.0,5.0,2.0,5.0,0.0,0.0
2017-05-21,Juventus,Crotone,3,0,H,2.0,0.0,H,2016-2017,19.0,9.0,7.0,2.0,13.0,14.0,9.0,2.0,1.0,1.0,0.0,0.0
2017-05-21,Lazio,Inter,1,3,A,1.0,2.0,A,2016-2017,7.0,9.0,1.0,3.0,18.0,14.0,6.0,6.0,2.0,2.0,2.0,0.0
2017-05-21,Milan,Bologna,3,0,H,0.0,0.0,D,2016-2017,23.0,8.0,6.0,0.0,9.0,8.0,10.0,3.0,2.0,2.0,0.0,0.0
2017-05-21,Sassuolo,Cagliari,6,2,H,4.0,1.0,H,2016-2017,13.0,14.0,8.0,6.0,13.0,22.0,4.0,10.0,1.0,5.0,0.0,0.0
2017-05-21,Udinese,Sampdoria,1,1,D,1.0,0.0,H,2016-2017,12.0,8.0,3.0,4.0,9.0,11.0,6.0,5.0,1.0,2.0,2.0,1.0
2017-05-22,Pescara,Palermo,2,0,H,1.0,0.0,H,2016-2017,12.0,12.0,4.0,3.0,18.0,10.0,2.0,2.0,2.0,0.0,0.0,0.0
2017-05-27,Atalanta,Chievo,1,0,H,0.0,0.0,D,2016-2017,13.0,6.0,6.0,3.0,15.0,8.0,6.0,5.0,1.0,0.0,0.0,0.0
2017-05-27,Bologna,Juventus,1,2,A,0.0,0.0,D,2016-2017,8.0,17.0,2.0,7.0,17.0,8.0,3.0,10.0,3.0,1.0,0.0,0.0
2017-05-28,Cagliari,Milan,2,1,H,1.0,0.0,H,2016-2017,17.0,18.0,9.0,7.0,16.0,13.0,6.0,6.0,3.0,1.0,0.0,1.0
2017-05-28,Crotone,Lazio,3,1,H,2.0,1.0,H,2016-2017,11.0,9.0,5.0,3.0,13.0,13.0,3.0,5.0,3.0,3.0,0.0,1.0
2017-05-28,Fiorentina,Pescara,2,2,D,0.0,1.0,A,2016-2017,24.0,15.0,8.0,6.0,15.0,13.0,6.0,10.0,2.0,1.0,1.0,0.0
2017-05-28,Inter,Udinese,5,2,H,3.0,0.0,H,2016-2017,17.0,17.0,6.0,4.0,15.0,1.0,6.0,7.0,2.0,1.0,0.0,0.0
2017-05-28,Palermo,Empoli,2,1,H,0.0,0.0,D,2016-2017,10.0,17.0,5.0,4.0,18.0,16.0,0.0,7.0,3.0,4.0,0.0,0.0
2017-05-28,Roma,Genoa,3,2,H,1.0,1.0,D,2016-2017,24.0,13.0,7.0,4.0,8.0,14.0,6.0,2.0,2.0,0.0,0.0,0.0
2017-05-28,Sampdoria,Napoli,2,4,A,0.0,2.0,A,2016-2017,12.0,22.0,2.0,7.0,9.0,8.0,5.0,10.0,1.0,0.0,0.0,0.0
2017-05-28,Torino,Sassuolo,5,3,H,3.0,2.0,H,2016-2017,16.0,21.0,9.0,7.0,16.0,6.0,6.0,10.0,2.0,0.0,0.0,0.0
2017-08-19,Juventus,Cagliari,3,0,H,2.0,0.0,H,2017-2018,17.0,5.0,7.0,2.0,13.0,11.0,4.0,1.0,1.0,0.0,0.0,0.0
2017-08-19,Verona,Napoli,1,3,A,0.0,2.0,A,2017-2018,12.0,22.0,4.0,12.0,7.0,9.0,3.0,6.0,2.0,2.0,0.0,1.0
2017-08-20,Atalanta,Roma,0,1,A,0.0,1.0,A,2017-2018,14.0,6.0,6.0,1.0,14.0,16.0,4.0,1.0,1.0,2.0,0.0,0.0
2017-08-20,Bologna,Torino,1,1,D,1.0,1.0,D,2017-2018,13.0,9.0,3.0,3.0,18.0,10.0,0.0,8.0,2.0,1.0,0.0,0.0
2017-08-20,Crotone,Milan,0,3,A,0.0,3.0,A,2017-2018,6.0,19.0,2.0,10.0,9.0,14.0,2.0,9.0,1.0,3.0,1.0,0.0
2017-08-20,Inter,Fiorentina,3,0,H,2.0,0.0,H,2017-2018,16.0,15.0,6.0,3.0,7.0,13.0,9.0,7.0,0.0,1.0,0.0,0.0
2017-08-20,Lazio,Spal,0,0,D,0.0,0.0,D,2017-2018,23.0,9.0,13.0,2.0,20.0,4.0,9.0,5.0,2.0,2.0,0.0,0.0
2017-08-20,Sampdoria,Benevento,2,1,H,1.0,1.0,D,2017-2018,16.0,18.0,6.0,7.0,10.0,10.0,6.0,7.0,1.0,2.0,0.0,0.0
2017-08-20,Sassuolo,Genoa,0,0,D,0.0,0.0,D,2017-2018,14.0,12.0,3.0,4.0,16.0,28.0,2.0,5.0,2.0,3.0,0.0,0.0
2017-08-20,Udinese,Chievo,1,2,A,1.0,1.0,D,2017-2018,18.0,10.0,5.0,3.0,11.0,10.0,5.0,4.0,2.0,2.0,0.0,0.0
2017-08-26,Benevento,Bologna,0,1,A,0.0,0.0,D,2017-2018,15.0,14.0,5.0,4.0,10.0,13.0,6.0,2.0,1.0,3.0,0.0,0.0
2017-08-26,Genoa,Juventus,2,4,A,2.0,2.0,D,2017-2018,9.0,17.0,3.0,7.0,13.0,8.0,1.0,4.0,4.0,3.0,0.0,0.0
2017-08-26,Roma,Inter,1,3,A,1.0,0.0,H,2017-2018,18.0,14.0,3.0,8.0,12.0,8.0,12.0,6.0,1.0,1.0,0.0,0.0
2017-08-27,Chievo,Lazio,1,2,A,1.0,1.0,D,2017-2018,13.0,13.0,5.0,3.0,8.0,8.0,9.0,6.0,1.0,1.0,0.0,0.0
2017-08-27,Crotone,Verona,0,0,D,0.0,0.0,D,2017-2018,13.0,5.0,4.0,0.0,13.0,11.0,1.0,3.0,1.0,3.0,0.0,0.0
2017-08-27,Fiorentina,Sampdoria,1,2,A,0.0,2.0,A,2017-2018,25.0,12.0,10.0,5.0,20.0,11.0,14.0,7.0,3.0,4.0,0.0,0.0
2017-08-27,Milan,Cagliari,2,1,H,1.0,0.0,H,2017-2018,15.0,14.0,5.0,4.0,20.0,17.0,2.0,6.0,2.0,1.0,0.0,0.0
2017-08-27,Napoli,Atalanta,3,1,H,0.0,1.0,A,2017-2018,10.0,14.0,4.0,2.0,15.0,9.0,9.0,6.0,1.0,2.0,0.0,0.0
2017-08-27,Spal,Udinese,3,2,H,1.0,0.0,H,2017-2018,10.0,11.0,4.0,3.0,9.0,14.0,0.0,7.0,3.0,1.0,0.0,0.0
2017-08-27,Torino,Sassuolo,3,0,H,1.0,0.0,H,2017-2018,14.0,19.0,5.0,2.0,13.0,16.0,5.0,11.0,1.0,1.0,0.0,0.0
2017-09-09,Juventus,Chievo,3,0,H,1.0,0.0,H,2017-2018,15.0,15.0,4.0,2.0,10.0,7.0,10.0,6.0,2.0,1.0,0.0,0.0
2017-09-10,Atalanta,Sassuolo,2,1,H,1.0,1.0,D,2017-2018,9.0,16.0,3.0,3.0,13.0,18.0,3.0,7.0,0.0,1.0,0.0,0.0
2017-09-10,Benevento,Torino,0,1,A,0.0,0.0,D,2017-2018,15.0,16.0,5.0,6.0,13.0,22.0,2.0,10.0,2.0,2.0,0.0,0.0
2017-09-10,Bologna,Napoli,0,3,A,0.0,0.0,D,2017-2018,5.0,17.0,2.0,7.0,10.0,16.0,5.0,7.0,5.0,1.0,0.0,0.0
2017-09-10,Cagliari,Crotone,1,0,H,1.0,0.0,H,2017-2018,13.0,9.0,4.0,2.0,16.0,16.0,6.0,4.0,2.0,1.0,0.0,0.0
2017-09-10,Inter,Spal,2,0,H,1.0,0.0,H,2017-2018,19.0,9.0,7.0,1.0,14.0,13.0,8.0,5.0,2.0,2.0,0.0,0.0
2017-09-10,Lazio,Milan,4,1,H,2.0,0.0,H,2017-2018,12.0,18.0,7.0,6.0,14.0,12.0,3.0,5.0,1.0,1.0,0.0,0.0
2017-09-10,Udinese,Genoa,1,0,H,1.0,0.0,H,2017-2018,14.0,12.0,5.0,2.0,12.0,17.0,1.0,8.0,4.0,0.0,1.0,1.0
2017-09-10,Verona,Fiorentina,0,5,A,0.0,3.0,A,2017-2018,14.0,20.0,2.0,10.0,12.0,11.0,8.0,6.0,2.0,1.0,0.0,0.0
2017-09-16,Crotone,Inter,0,2,A,0.0,0.0,D,2017-2018,12.0,7.0,4.0,3.0,10.0,6.0,8.0,6.0,1.0,2.0,0.0,0.0
2017-09-16,Fiorentina,Bologna,2,1,H,0.0,0.0,D,2017-2018,14.0,6.0,4.0,2.0,16.0,8.0,7.0,3.0,1.0,3.0,0.0,0.0
2017-09-16,Roma,Verona,3,0,H,2.0,0.0,H,2017-2018,30.0,8.0,10.0,1.0,7.0,12.0,8.0,1.0,1.0,1.0,0.0,1.0
2017-09-17,Chievo,Atalanta,1,1,D,0.0,0.0,D,2017-2018,15.0,10.0,4.0,6.0,13.0,11.0,6.0,5.0,2.0,0.0,0.0,0.0
2017-09-17,Genoa,Lazio,2,3,A,0.0,1.0,A,2017-2018,5.0,18.0,4.0,6.0,10.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0
2017-09-17,Milan,Udinese,2,1,H,2.0,1.0,H,2017-2018,21.0,4.0,7.0,2.0,13.0,10.0,10.0,3.0,1.0,2.0,0.0,0.0
2017-09-17,Napoli,Benevento,6,0,H,4.0,0.0,H,2017-2018,27.0,6.0,14.0,0.0,6.0,7.0,8.0,1.0,0.0,1.0,0.0,0.0
2017-09-17,Sassuolo,Juventus,1,3,A,0.0,1.0,A,2017-2018,13.0,14.0,4.0,6.0,15.0,13.0,3.0,4.0,1.0,2.0,0.0,0.0
2017-09-17,Spal,Cagliari,0,2,A,0.0,1.0,A,2017-2018,12.0,11.0,3.0,3.0,12.0,21.0,7.0,4.0,1.0,3.0,0.0,0.0
2017-09-17,Torino,Sampdoria,2,2,D,2.0,2.0,D,2017-2018,13.0,11.0,3.0,5.0,14.0,15.0,3.0,6.0,2.0,1.0,0.0,0.0
2017-09-19,Bologna,Inter,1,1,D,1.0,0.0,H,2017-2018,14.0,11.0,3.0,3.0,12.0,18.0,4.0,11.0,4.0,3.0,0.0,0.0
2017-09-20,Atalanta,Crotone,5,1,H,3.0,0.0,H,2017-2018,14.0,7.0,11.0,5.0,5.0,19.0,3.0,3.0,0.0,1.0,0.0,0.0
2017-09-20,Benevento,Roma,0,4,A,0.0,2.0,A,2017-2018,16.0,21.0,5.0,7.0,10.0,8.0,2.0,9.0,2.0,0.0,0.0,0.0
2017-09-20,Cagliari,Sassuolo,0,1,A,0.0,0.0,D,2017-2018,17.0,14.0,3.0,6.0,21.0,10.0,5.0,2.0,3.0,3.0,0.0,0.0
2017-09-20,Genoa,Chievo,1,1,D,0.0,0.0,D,2017-2018,11.0,16.0,2.0,7.0,19.0,7.0,6.0,2.0,1.0,2.0,0.0,0.0
2017-09-20,Juventus,Fiorentina,1,0,H,0.0,0.0,D,2017-2018,12.0,9.0,5.0,0.0,10.0,23.0,3.0,1.0,1.0,2.0,0.0,1.0
2017-09-20,Lazio,Napoli,1,4,A,1.0,0.0,H,2017-2018,4.0,17.0,2.0,11.0,9.0,13.0,3.0,2.0,2.0,3.0,0.0,0.0
2017-09-20,Milan,Spal,2,0,H,1.0,0.0,H,2017-2018,20.0,6.0,7.0,0.0,19.0,15.0,9.0,8.0,1.0,2.0,0.0,0.0
2017-09-20,Udinese,Torino,2,3,A,0.0,2.0,A,2017-2018,16.0,13.0,6.0,8.0,17.0,13.0,12.0,1.0,1.0,5.0,0.0,0.0
2017-09-20,Verona,Sampdoria,0,0,D,0.0,0.0,D,2017-2018,14.0,17.0,6.0,5.0,17.0,6.0,4.0,7.0,3.0,1.0,0.0,0.0
2017-09-23,Juventus,Torino,4,0,H,2.0,0.0,H,2017-2018,23.0,6.0,10.0,1.0,16.0,12.0,6.0,3.0,1.0,4.0,0.0,1.0
2017-09-23,Roma,Udinese,3,1,H,3.0,0.0,H,2017-2018,18.0,14.0,8.0,5.0,9.0,10.0,5.0,8.0,0.0,1.0,0.0,0.0
2017-09-23,Spal,Napoli,2,3,A,1.0,1.0,D,2017-2018,6.0,21.0,2.0,12.0,9.0,11.0,4.0,6.0,3.0,1.0,0.0,0.0
2017-09-24,Cagliari,Chievo,0,2,A,0.0,0.0,D,2017-2018,15.0,16.0,3.0,4.0,25.0,16.0,6.0,2.0,2.0,2.0,1.0,0.0
2017-09-24,Crotone,Benevento,2,0,H,1.0,0.0,H,2017-2018,17.0,16.0,4.0,2.0,12.0,12.0,2.0,7.0,0.0,0.0,0.0,0.0
2017-09-24,Fiorentina,Atalanta,1,1,D,1.0,0.0,H,2017-2018,10.0,16.0,2.0,5.0,22.0,11.0,3.0,8.0,2.0,5.0,0.0,0.0
2017-09-24,Inter,Genoa,1,0,H,0.0,0.0,D,2017-2018,14.0,9.0,7.0,3.0,10.0,14.0,8.0,4.0,0.0,2.0,0.0,2.0
2017-09-24,Sampdoria,Milan,2,0,H,0.0,0.0,D,2017-2018,12.0,6.0,4.0,0.0,13.0,17.0,7.0,4.0,0.0,2.0,0.0,0.0
2017-09-24,Sassuolo,Bologna,0,1,A,0.0,0.0,D,2017-2018,8.0,8.0,3.0,4.0,11.0,15.0,3.0,6.0,3.0,4.0,1.0,0.0
2017-09-24,Verona,Lazio,0,3,A,0.0,2.0,A,2017-2018,9.0,12.0,2.0,5.0,8.0,13.0,3.0,4.0,2.0,2.0,0.0,0.0
2017-09-30,Genoa,Bologna,0,1,A,0.0,0.0,D,2017-2018,18.0,8.0,7.0,4.0,15.0,9.0,10.0,3.0,4.0,2.0,0.0,0.0
2017-09-30,Udinese,Sampdoria,4,0,H,1.0,0.0,H,2017-2018,15.0,13.0,7.0,2.0,12.0,10.0,3.0,4.0,4.0,2.0,0.0,1.0
2017-10-01,Atalanta,Juventus,2,2,D,1.0,2.0,A,2017-2018,7.0,16.0,3.0,8.0,22.0,11.0,0.0,3.0,3.0,1.0,0.0,0.0
2017-10-01,Benevento,Inter,1,2,A,1.0,2.0,A,2017-2018,11.0,22.0,2.0,7.0,13.0,10.0,1.0,11.0,2.0,3.0,0.0,0.0
2017-10-01,Chievo,Fiorentina,2,1,H,1.0,1.0,D,2017-2018,13.0,22.0,6.0,4.0,10.0,10.0,3.0,7.0,2.0,1.0,0.0,0.0
2017-10-01,Lazio,Sassuolo,6,1,H,1.0,1.0,D,2017-2018,22.0,8.0,13.0,6.0,13.0,8.0,5.0,4.0,2.0,3.0,0.0,0.0
2017-10-01,Milan,Roma,0,2,A,0.0,0.0,D,2017-2018,17.0,11.0,3.0,6.0,15.0,8.0,5.0,5.0,3.0,1.0,1.0,0.0
2017-10-01,Napoli,Cagliari,3,0,H,2.0,0.0,H,2017-2018,25.0,4.0,6.0,0.0,6.0,10.0,7.0,2.0,0.0,0.0,0.0,0.0
2017-10-01,Spal,Crotone,1,1,D,1.0,0.0,H,2017-2018,17.0,13.0,5.0,4.0,12.0,17.0,12.0,6.0,2.0,1.0,0.0,0.0
2017-10-01,Torino,Verona,2,2,D,2.0,0.0,H,2017-2018,12.0,20.0,5.0,7.0,11.0,15.0,6.0,5.0,1.0,4.0,0.0,1.0
2017-10-14,Juventus,Lazio,1,2,A,1.0,0.0,H,2017-2018,18.0,10.0,6.0,5.0,10.0,14.0,4.0,2.0,2.0,1.0,0.0,0.0
2017-10-14,Roma,Napoli,0,1,A,0.0,1.0,A,2017-2018,10.0,16.0,2.0,6.0,12.0,9.0,5.0,2.0,2.0,2.0,0.0,0.0
2017-10-15,Bologna,Spal,2,1,H,1.0,0.0,H,2017-2018,14.0,7.0,2.0,2.0,20.0,14.0,2.0,5.0,2.0,2.0,0.0,0.0
2017-10-15,Cagliari,Genoa,2,3,A,0.0,2.0,A,2017-2018,12.0,18.0,7.0,11.0,13.0,14.0,6.0,7.0,2.0,0.0,0.0,0.0
2017-10-15,Crotone,Torino,2,2,D,1.0,0.0,H,2017-2018,9.0,21.0,3.0,9.0,15.0,7.0,3.0,8.0,1.0,0.0,0.0,0.0
2017-10-15,Fiorentina,Udinese,2,1,H,1.0,0.0,H,2017-2018,13.0,8.0,6.0,2.0,11.0,14.0,4.0,4.0,1.0,1.0,0.0,0.0
2017-10-15,Inter,Milan,3,2,H,1.0,0.0,H,2017-2018,15.0,21.0,6.0,6.0,17.0,12.0,2.0,7.0,6.0,2.0,0.0,0.0
2017-10-15,Sampdoria,Atalanta,3,1,H,0.0,1.0,A,2017-2018,11.0,21.0,7.0,11.0,10.0,14.0,4.0,6.0,3.0,3.0,0.0,0.0
2017-10-15,Sassuolo,Chievo,0,0,D,0.0,0.0,D,2017-2018,18.0,9.0,4.0,2.0,8.0,15.0,6.0,8.0,2.0,0.0,0.0,0.0
2017-10-16,Verona,Benevento,1,0,H,0.0,0.0,D,2017-2018,13.0,8.0,3.0,1.0,15.0,12.0,5.0,3.0,4.0,3.0,0.0,1.0
2017-10-21,Napoli,Inter,0,0,D,0.0,0.0,D,2017-2018,12.0,11.0,3.0,2.0,9.0,9.0,5.0,7.0,1.0,1.0,0.0,0.0
2017-10-21,Sampdoria,Crotone,5,0,H,3.0,0.0,H,2017-2018,6.0,8.0,5.0,2.0,11.0,20.0,4.0,0.0,1.0,3.0,0.0,0.0
2017-10-22,Atalanta,Bologna,1,0,H,0.0,0.0,D,2017-2018,20.0,6.0,2.0,0.0,12.0,15.0,10.0,3.0,3.0,4.0,0.0,1.0
2017-10-22,Benevento,Fiorentina,0,3,A,0.0,1.0,A,2017-2018,9.0,14.0,1.0,7.0,16.0,18.0,3.0,5.0,2.0,1.0,0.0,0.0
2017-10-22,Chievo,Verona,3,2,H,2.0,1.0,H,2017-2018,22.0,11.0,8.0,3.0,8.0,11.0,5.0,4.0,2.0,3.0,0.0,1.0
2017-10-22,Lazio,Cagliari,3,0,H,2.0,0.0,H,2017-2018,10.0,12.0,3.0,5.0,12.0,15.0,4.0,5.0,1.0,4.0,0.0,0.0
2017-10-22,Milan,Genoa,0,0,D,0.0,0.0,D,2017-2018,18.0,12.0,7.0,2.0,14.0,21.0,5.0,3.0,0.0,2.0,1.0,0.0
2017-10-22,Spal,Sassuolo,0,1,A,0.0,1.0,A,2017-2018,13.0,12.0,2.0,2.0,18.0,15.0,10.0,3.0,3.0,3.0,0.0,1.0
2017-10-22,Torino,Roma,0,1,A,0.0,0.0,D,2017-2018,5.0,16.0,0.0,5.0,26.0,14.0,0.0,5.0,1.0,1.0,0.0,0.0
2017-10-22,Udinese,Juventus,2,6,A,1.0,2.0,A,2017-2018,11.0,13.0,4.0,5.0,19.0,9.0,1.0,6.0,6.0,3.0,0.0,1.0
2017-10-24,Inter,Sampdoria,3,2,H,2.0,0.0,H,2017-2018,24.0,12.0,8.0,2.0,12.0,11.0,8.0,4.0,2.0,2.0,0.0,0.0
2017-10-25,Atalanta,Verona,3,0,H,0.0,0.0,D,2017-2018,23.0,11.0,7.0,4.0,7.0,14.0,5.0,5.0,0.0,0.0,0.0,0.0
2017-10-25,Bologna,Lazio,1,2,A,0.0,2.0,A,2017-2018,7.0,14.0,3.0,3.0,12.0,9.0,10.0,4.0,2.0,2.0,0.0,0.0
2017-10-25,Cagliari,Benevento,2,1,H,1.0,0.0,H,2017-2018,13.0,9.0,5.0,3.0,26.0,15.0,5.0,2.0,5.0,1.0,0.0,0.0
2017-10-25,Chievo,Milan,1,4,A,0.0,2.0,A,2017-2018,9.0,17.0,3.0,4.0,12.0,10.0,1.0,1.0,2.0,3.0,0.0,0.0
2017-10-25,Fiorentina,Torino,3,0,H,1.0,0.0,H,2017-2018,15.0,5.0,7.0,0.0,22.0,22.0,5.0,6.0,1.0,3.0,0.0,1.0
2017-10-25,Genoa,Napoli,2,3,A,1.0,2.0,A,2017-2018,7.0,19.0,4.0,6.0,8.0,5.0,1.0,4.0,1.0,1.0,0.0,0.0
2017-10-25,Juventus,Spal,4,1,H,2.0,1.0,H,2017-2018,16.0,6.0,6.0,2.0,16.0,13.0,5.0,2.0,1.0,0.0,0.0,0.0
2017-10-25,Roma,Crotone,1,0,H,1.0,0.0,H,2017-2018,20.0,3.0,4.0,2.0,8.0,9.0,10.0,1.0,0.0,1.0,0.0,0.0
2017-10-25,Sassuolo,Udinese,0,1,A,0.0,1.0,A,2017-2018,11.0,8.0,3.0,2.0,15.0,19.0,6.0,3.0,2.0,3.0,0.0,0.0
2017-10-28,Milan,Juventus,0,2,A,0.0,1.0,A,2017-2018,11.0,9.0,4.0,4.0,21.0,10.0,5.0,6.0,2.0,0.0,0.0,0.0
2017-10-28,Roma,Bologna,1,0,H,1.0,0.0,H,2017-2018,15.0,10.0,3.0,2.0,10.0,13.0,7.0,5.0,1.0,4.0,0.0,0.0
2017-10-29,Benevento,Lazio,1,5,A,0.0,3.0,A,2017-2018,19.0,12.0,6.0,9.0,12.0,10.0,2.0,6.0,1.0,1.0,0.0,0.0
2017-10-29,Crotone,Fiorentina,2,1,H,2.0,1.0,H,2017-2018,11.0,17.0,5.0,3.0,19.0,17.0,3.0,5.0,3.0,3.0,0.0,0.0
2017-10-29,Napoli,Sassuolo,3,1,H,2.0,1.0,H,2017-2018,26.0,8.0,9.0,1.0,14.0,13.0,6.0,5.0,2.0,2.0,0.0,0.0
2017-10-29,Sampdoria,Chievo,4,1,H,3.0,1.0,H,2017-2018,15.0,13.0,7.0,6.0,9.0,11.0,8.0,6.0,2.0,3.0,0.0,0.0
2017-10-29,Spal,Genoa,1,0,H,0.0,0.0,D,2017-2018,7.0,13.0,3.0,2.0,14.0,24.0,4.0,5.0,4.0,3.0,0.0,0.0
2017-10-29,Torino,Cagliari,2,1,H,1.0,1.0,D,2017-2018,19.0,7.0,6.0,3.0,9.0,19.0,7.0,6.0,4.0,3.0,0.0,0.0
2017-10-29,Udinese,Atalanta,2,1,H,1.0,1.0,D,2017-2018,7.0,7.0,4.0,2.0,15.0,15.0,5.0,7.0,0.0,2.0,0.0,0.0
2017-10-30,Verona,Inter,1,2,A,0.0,1.0,A,2017-2018,10.0,17.0,2.0,4.0,12.0,9.0,4.0,7.0,4.0,2.0,0.0,0.0
2017-11-04,Bologna,Crotone,2,3,A,2.0,1.0,H,2017-2018,15.0,10.0,5.0,6.0,14.0,14.0,5.0,2.0,2.0,3.0,0.0,0.0
2017-11-04,Genoa,Sampdoria,0,2,A,0.0,1.0,A,2017-2018,14.0,11.0,2.0,5.0,22.0,8.0,5.0,2.0,4.0,2.0,0.0,0.0
2017-11-05,Atalanta,Spal,1,1,D,1.0,0.0,H,2017-2018,9.0,11.0,3.0,3.0,14.0,13.0,3.0,3.0,0.0,2.0,1.0,0.0
2017-11-05,Cagliari,Verona,2,1,H,1.0,1.0,D,2017-2018,22.0,9.0,9.0,2.0,11.0,15.0,8.0,2.0,2.0,4.0,0.0,0.0
2017-11-05,Chievo,Napoli,0,0,D,0.0,0.0,D,2017-2018,3.0,19.0,1.0,5.0,7.0,7.0,2.0,11.0,1.0,3.0,0.0,0.0
2017-11-05,Fiorentina,Roma,2,4,A,2.0,2.0,D,2017-2018,20.0,21.0,6.0,10.0,15.0,10.0,6.0,9.0,1.0,1.0,0.0,0.0
2017-11-05,Inter,Torino,1,1,D,0.0,0.0,D,2017-2018,20.0,7.0,5.0,3.0,19.0,12.0,8.0,3.0,3.0,5.0,0.0,0.0
2017-11-05,Juventus,Benevento,2,1,H,0.0,1.0,A,2017-2018,27.0,3.0,8.0,1.0,15.0,13.0,8.0,2.0,3.0,3.0,0.0,0.0
2017-11-05,Sassuolo,Milan,0,2,A,0.0,1.0,A,2017-2018,6.0,14.0,1.0,10.0,20.0,15.0,7.0,10.0,2.0,3.0,0.0,0.0
2017-11-18,Napoli,Milan,2,1,H,1.0,0.0,H,2017-2018,16.0,13.0,10.0,3.0,17.0,7.0,3.0,1.0,2.0,1.0,0.0,0.0
2017-11-18,Roma,Lazio,2,1,H,0.0,0.0,D,2017-2018,16.0,12.0,7.0,2.0,11.0,17.0,6.0,7.0,2.0,4.0,0.0,0.0
2017-11-19,Benevento,Sassuolo,1,2,A,0.0,0.0,D,2017-2018,13.0,15.0,6.0,5.0,26.0,11.0,6.0,5.0,4.0,1.0,1.0,0.0
2017-11-19,Crotone,Genoa,0,1,A,0.0,1.0,A,2017-2018,11.0,10.0,5.0,7.0,17.0,15.0,5.0,2.0,1.0,3.0,0.0,0.0
2017-11-19,Inter,Atalanta,2,0,H,0.0,0.0,D,2017-2018,8.0,8.0,4.0,1.0,10.0,13.0,1.0,2.0,0.0,2.0,0.0,0.0
2017-11-19,Sampdoria,Juventus,3,2,H,0.0,0.0,D,2017-2018,9.0,19.0,5.0,4.0,12.0,15.0,3.0,4.0,4.0,3.0,0.0,0.0
