match_date,home_team,away_team,home_goals,away_goals,full_time_result,half_time_home_goals,half_time_away_goals,half_time_result,referee,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_corners,away_corners,home_yellows,away_yellows,home_reds,away_reds,league,season,goal_diff,total_goals,home_win,draw,away_win,match_year,match_month
2025-08-23,Genoa,Lecce,0,0,D,0.0,0.0,D,,5.0,7.0,2.0,0.0,16.0,13.0,3.0,7.0,2.0,3.0,0.0,0.0,serie-a,2526,0,0,0,1,0,2025,8
2025-08-23,Milan,Cremonese,1,2,A,1.0,1.0,D,,24.0,4.0,6.0,3.0,10.0,14.0,9.0,2.0,1.0,4.0,0.0,0.0,serie-a,2526,-1,3,0,0,1,2025,8
2025-08-23,Roma,Bologna,1,0,H,0.0,0.0,D,,14.0,10.0,4.0,2.0,15.0,13.0,2.0,4.0,1.0,1.0,0.0,0.0,serie-a,2526,1,1,1,0,0,2025,8
2025-08-23,Sassuolo,Napoli,0,2,A,0.0,1.0,A,,7.0,13.0,2.0,4.0,17.0,17.0,1.0,2.0,3.0,1.0,1.0,0.0,serie-a,2526,-2,2,0,0,1,2025,8
2025-08-24,Atalanta,Pisa,1,1,D,0.0,1.0,A,,21.0,11.0,6.0,2.0,9.0,10.0,10.0,4.0,2.0,0.0,0.0,0.0,serie-a,2526,0,2,0,1,0,2025,8
2025-08-24,Cagliari,Fiorentina,1,1,D,0.0,0.0,D,,14.0,4.0,6.0,1.0,18.0,14.0,3.0,2.0,4.0,2.0,0.0,0.0,serie-a,2526,0,2,0,1,0,2025,8
2025-08-24,Como,Lazio,2,0,H,0.0,0.0,D,,19.0,5.0,6.0,1.0,15.0,12.0,6.0,0.0,2.0,3.0,0.0,0.0,serie-a,2526,2,2,1,0,0,2025,8
2025-08-24,Juventus,Parma,2,0,H,0.0,0.0,D,,25.0,8.0,8.0,2.0,9.0,13.0,6.0,6.0,1.0,2.0,1.0,0.0,serie-a,2526,2,2,1,0,0,2025,8
2025-08-25,Inter,Torino,5,0,H,2.0,0.0,H,,20.0,12.0,9.0,4.0,14.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,serie-a,2526,5,5,1,0,0,2025,8
2025-08-25,Udinese,Verona,1,1,D,0.0,0.0,D,,14.0,9.0,4.0,3.0,14.0,14.0,5.0,1.0,3.0,2.0,0.0,0.0,serie-a,2526,0,2,0,1,0,2025,8
2025-08-29,Cremonese,Sassuolo,3,2,H,2.0,0.0,H,,11.0,9.0,6.0,6.0,12.0,17.0,5.0,4.0,2.0,2.0,0.0,0.0,serie-a,2526,1,5,1,0,0,2025,8
2025-08-29,Lecce,Milan,0,2,A,0.0,0.0,D,,7.0,14.0,2.0,6.0,10.0,8.0,4.0,5.0,1.0,0.0,0.0,0.0,serie-a,2526,-2,2,0,0,1,2025,8
2025-08-30,Bologna,Como,1,0,H,0.0,0.0,D,,15.0,13.0,2.0,2.0,13.0,19.0,7.0,4.0,4.0,3.0,0.0,0.0,serie-a,2526,1,1,1,0,0,2025,8
